gene,importance,mean_non_msi_h,mean_msi_h,higher_in
CSPG4P10,0.0,4.551246402311688,4.357454819052305,Non-MSI-H
MMRN1,0.0,3.7895132562283984,3.708557400979484,Non-MSI-H
NKX2-3,0.0,4.622114349936724,3.7887520579184097,Non-MSI-H
ZNF304,0.0,4.292363157649933,4.548707314493987,MSI-H
KCNJ3,0.0,3.4673237155747705,4.542143415448219,MSI-H
IRAG2,0.0,4.308771745214765,4.447095209531165,MSI-H
DKK2,0.0,4.106889160741424,3.9002624955442013,Non-MSI-H
ILDR2,0.0,4.406979324795872,4.254756860158854,Non-MSI-H
IGLC3,0.0,6.804610724340254,6.720233971059257,Non-MSI-H
C10orf99,0.0,7.522174069985595,4.992148159103734,Non-MSI-H
RHOBTB3,0.0,7.671527821782286,7.336110483021889,Non-MSI-H
AKR1C3,0.0,7.597124098839788,6.983716510358938,Non-MSI-H
CCDC88B,0.0,7.3860875446227645,6.597359700879403,Non-MSI-H
HLA-DQA1,0.0,7.087055177443084,7.743934185734874,MSI-H
PPBP,0.0,3.4356033742233136,2.7505272361343263,Non-MSI-H
MTND4P12,0.0,6.17093814006045,5.855402376066831,Non-MSI-H
CLU,0.0,7.238413735751611,7.093345449586249,Non-MSI-H
PTPRO,0.0,7.271363877073674,5.508584328503078,Non-MSI-H
FSCN1,0.0,7.223417900542887,7.977614653770182,MSI-H
LINC01558,0.0,4.526210447756792,3.401472214140831,Non-MSI-H
PRAME,0.0,3.204236904981701,3.3337047650508604,MSI-H
LIFR,0.0,4.282056729084425,3.7986397655732502,Non-MSI-H
RRAD,0.0,4.263919054698698,4.372672430447874,MSI-H
ARMH4,0.0,4.425089516910813,4.630471451384469,MSI-H
MAP9,0.0,4.090830041665033,3.8567681369821245,Non-MSI-H
CCDC150,0.0,4.521229723578438,4.463178656906289,Non-MSI-H
PAX5,0.0,3.5069728548654484,3.610259093994637,MSI-H
CD27,0.0,4.347217067960375,4.4653403488574455,MSI-H
CHL1,0.0,4.146033836000841,3.870909233179295,Non-MSI-H
ANKRD29,0.0,4.48139356191799,3.79424823457881,Non-MSI-H
N4BP2L2-IT2,0.0,4.257690999754832,3.632399096477059,Non-MSI-H
LGALS9C,0.0,4.070979072929525,3.5617481151573234,Non-MSI-H
TFPI2,0.0,3.8381554843617964,3.523271571609199,Non-MSI-H
PON3,0.0,4.189277657911545,4.198798692532239,MSI-H
TNFAIP8L3,0.0,4.530331817279359,3.8557041335238367,Non-MSI-H
CENPS,0.0,4.6066519681018905,4.682900431899279,MSI-H
IGHV4-28,0.0,3.6650579118011333,3.6590812730823954,Non-MSI-H
SERPINA6,0.0,3.6488096238401515,1.922482892341885,Non-MSI-H
ST6GALNAC5,0.0,4.079675110780857,4.404225098054928,MSI-H
OTX1,0.0,4.213914019939635,5.094610814007402,MSI-H
NSG1,0.0,4.551254399164839,3.6137994457653453,Non-MSI-H
SYNGR1,0.0,4.247623634885932,4.650728656149446,MSI-H
AMY2B,0.0,4.412238248391602,3.9082705777188034,Non-MSI-H
PCBP3,0.0,4.40122487782572,3.922260822617695,Non-MSI-H
MALRD1,0.0,3.0139641012326375,3.522201375390898,MSI-H
LINC01124,0.0,4.348407741751919,3.999007540037345,Non-MSI-H
TWIST1,0.0,4.283047482377126,4.281711880673444,Non-MSI-H
LINC00960,0.0,3.7517053239248432,4.291650973834674,MSI-H
AASS,0.0,4.394527723795205,4.411014288337119,MSI-H
MS4A1,0.0,3.3098079491263728,3.3263817483245743,MSI-H
DNAJB6P1,0.0,4.28556661288203,4.2383284645420165,Non-MSI-H
ZNF594,0.0,4.570842528110827,4.199655684270343,Non-MSI-H
ACSS3,0.0,3.9848542191216763,3.4866719772252313,Non-MSI-H
LYVE1,0.0,3.9707516245228667,4.019817231327392,MSI-H
SFTA2,0.0,3.825989052156928,2.7260649496498615,Non-MSI-H
PLXNB3,0.0,4.0723302434957365,3.877354454398868,Non-MSI-H
EBF1,0.0,4.394170679599332,4.266176891006661,Non-MSI-H
MMP17,0.0,4.229016284134781,4.08984071945335,Non-MSI-H
PADI1,0.0,3.9833786648299925,3.1575823689955316,Non-MSI-H
HHIPL1,0.0,4.402218951718406,4.345600561926818,Non-MSI-H
NPR3,0.0,3.7809884498141626,3.067327799282474,Non-MSI-H
ADAM33,0.0,4.220951667984821,3.519439571836459,Non-MSI-H
DDO,0.0,4.30306129605396,3.6892176341650074,Non-MSI-H
KRT8P45,0.0,4.32628867169743,4.331118546595821,MSI-H
ADAM32,0.0,4.356005846377294,3.0464433317431134,Non-MSI-H
TMEM71,0.0,4.181195464420077,3.8506873028514024,Non-MSI-H
NGFR,0.0,3.9872080066572875,3.295595042917509,Non-MSI-H
PIK3CG,0.0,4.197250477512266,4.523117109434607,MSI-H
MAMLD1,0.0,4.164506294588287,4.9766306404776595,MSI-H
MNS1,0.0,4.443634594293589,4.220637871487046,Non-MSI-H
PDE1A,0.0,4.393223587469156,4.077319517311879,Non-MSI-H
RIMBP2,0.0,3.8102245173654286,3.7569352869779133,Non-MSI-H
GFRA1,0.0,4.096722265198855,3.440284164916407,Non-MSI-H
FCN1,0.0,3.8487928641405524,4.311903698636304,MSI-H
TNFRSF9,0.0,4.311414315251684,4.889252401404624,MSI-H
CES4A,0.0,4.466586236882454,3.7625075573043874,Non-MSI-H
COLGALT2,0.0,3.187306554607046,4.4541525588910735,MSI-H
BANK1,0.0,4.309662491040172,4.223527505966474,Non-MSI-H
LAMA1,0.0,4.287520442875894,4.611980398901386,MSI-H
DMRT2,0.0,3.7867323751118733,3.849588333708922,MSI-H
EFR3B,0.0,4.460679194313662,4.132408513796633,Non-MSI-H
CCR7,0.0,4.1793414657530175,4.211366339471733,MSI-H
VASH2,0.0,4.519142867390999,4.02750277206485,Non-MSI-H
TUBB2B,0.0,3.996290149983602,3.747205998963359,Non-MSI-H
SLC26A9,0.0,1.8825453476023704,2.8710064143936664,MSI-H
ORM1,0.0,1.6700299303757435,1.1709060990123787,Non-MSI-H
IGHV3-13,0.0,3.229164012460959,3.2917119514159,MSI-H
ZNF280B,0.0,4.453048092677716,3.9469189716349455,Non-MSI-H
MID2,0.0,4.348806100667355,4.622634785114251,MSI-H
SDK2,0.0,4.100865732113989,4.1461676990806495,MSI-H
ZIC5,0.0,2.319514797983545,4.173972531583424,MSI-H
KLRD1,0.0,3.8346860474017066,4.94884141641375,MSI-H
FAM171B,0.0,4.306802460548267,4.34730910217892,MSI-H
UST,0.0,3.931330516260634,4.763283369874384,MSI-H
ADCY1,0.0,4.161984002591611,4.053186608642713,Non-MSI-H
GPR63,0.0,4.338801483055074,4.697304583427831,MSI-H
LINC01605,0.0,4.529242460112742,3.459286208975368,Non-MSI-H
CSTA,0.0,4.137450827733702,4.019555665186149,Non-MSI-H
H2BC8,0.0,3.673162464911621,2.8558413182167444,Non-MSI-H
AKAP6,0.0,4.34670485043213,4.158184293321705,Non-MSI-H
ADGRF1,0.0,3.463711638547789,3.9543564917271516,MSI-H
PPP1R3G,0.0,4.452433711194003,3.8191204979929068,Non-MSI-H
PCDHB16,0.0,3.9296260225641717,3.7240273647877205,Non-MSI-H
HLA-K,0.0,4.376054035905562,4.482280334109173,MSI-H
RGS4,0.0,3.9580079039554596,3.967982821574806,MSI-H
P4HA3,0.0,4.170537828461322,4.28339032643486,MSI-H
KLK8,0.0,3.0466636845102384,2.8030948701047897,Non-MSI-H
DNAI4,0.0,4.484777397544229,4.165499931314596,Non-MSI-H
GHR,0.0,4.198927115763378,3.427876477202788,Non-MSI-H
P2RX7,0.0,4.189639017130555,4.526097344732611,MSI-H
LINC01806,0.0,4.394302829675838,4.181636414827809,Non-MSI-H
MAP3K20-AS1,0.0,3.4031145760473946,3.1381503443172263,Non-MSI-H
RPL13AP20,0.0,4.5108765532868595,4.2997564012331315,Non-MSI-H
CWH43,0.0,3.47314082728264,1.9160536213528951,Non-MSI-H
SLC4A3,0.0,4.0597055865861895,4.332161115001285,MSI-H
SCUBE1,0.0,4.361920473736336,4.0176867709046435,Non-MSI-H
MFSD6L,0.0,4.332934964161854,4.421948942024273,MSI-H
MB,0.0,3.929406083657665,4.166025438632791,MSI-H
FGF13,0.0,4.189024829649112,3.343788323728806,Non-MSI-H
ZFP28,0.0,4.248221601668993,3.1785364948851464,Non-MSI-H
RARB,0.0,4.428005563909458,4.1844408833657525,Non-MSI-H
SEPTIN3,0.0,3.961516323991994,4.358525350346014,MSI-H
LRRC10B,0.0,4.324874653444872,3.4061164291855692,Non-MSI-H
XKR9,0.0,3.5666752784309406,4.883144021834908,MSI-H
FKBP9P1,0.0,4.251087688877184,4.378775590608791,MSI-H
IL21R,0.0,4.154549641938748,4.673190736157652,MSI-H
MDGA1,0.0,4.1725937944956755,4.458849389973424,MSI-H
ROR1,0.0,3.9919552651822245,4.526857134263032,MSI-H
RPS14P1,0.0,3.0595527987663953,3.435405520232323,MSI-H
LMO3,0.0,3.774132899730371,2.934265535106641,Non-MSI-H
OTC,0.0,3.336059066938103,3.4591790690820807,MSI-H
LILRB5,0.0,4.106819229632796,4.526576426769194,MSI-H
NBEA,0.0,3.9260844047948185,3.8747431411204016,Non-MSI-H
AQP7,0.0,4.433379334976012,3.8709745196675143,Non-MSI-H
ZFHX4,0.0,3.613772570628402,3.663498747760208,MSI-H
TNNC1,0.0,4.0068437020369245,3.4798763112096007,Non-MSI-H
NOX4,0.0,4.023349459245195,4.247045186915392,MSI-H
FILIP1,0.0,4.169466142209843,3.9535753942763696,Non-MSI-H
PRKAA2,0.0,3.30044033472453,2.577608308406718,Non-MSI-H
ZNF773,0.0,4.462176961137482,3.683301173815598,Non-MSI-H
TRBV28,0.0,4.309528936800408,4.57183498437924,MSI-H
SPRR3,0.0,1.2482309211116878,1.8987313379708506,MSI-H
IGFL2,0.0,3.347093470726419,4.283590795587992,MSI-H
SHISA9,0.0,2.7327395410321698,0.7798778368828664,Non-MSI-H
TRIM54,0.0,3.482372932760207,1.9049139099389034,Non-MSI-H
CNGA1,0.0,4.482877021531017,3.639955493545648,Non-MSI-H
ZNF549,0.0,4.245890268954097,3.7147745980883697,Non-MSI-H
FAM107A,0.0,4.257019183360127,3.9137105049224936,Non-MSI-H
WIPF3,0.0,3.626864786718335,3.976226924465276,MSI-H
SGSM1,0.0,4.2134623988461355,4.567304292828622,MSI-H
DUSP15,0.0,4.166019286161013,3.2242183429288325,Non-MSI-H
SYNDIG1,0.0,4.184087716857204,4.0782646014545785,Non-MSI-H
IL1RL2,0.0,4.151009914886016,3.47901116444504,Non-MSI-H
IGLV4-60,0.0,2.8231353262211916,2.8697160771778725,MSI-H
RTN1,0.0,4.16357988805363,4.334691369329225,MSI-H
SLAIN1,0.0,3.7245263829484276,4.346813300975259,MSI-H
BBOX1-AS1,0.0,4.037818219171684,3.7338964530065213,Non-MSI-H
MCOLN3,0.0,3.78132014517886,4.0120438016910205,MSI-H
PTGES3L,0.0,4.514131152822634,3.794734397397592,Non-MSI-H
PLPP4,0.0,3.8073139459312153,4.1926590786801805,MSI-H
RPL23AP42,0.0,4.192903355705005,3.972406245165552,Non-MSI-H
ALOX15B,0.0,3.3238400797059326,4.539481170166139,MSI-H
CYP26B1,0.0,4.148043191448282,4.494497578309503,MSI-H
AK7,0.0,4.290914301302252,4.742033985901295,MSI-H
EFCAB13,0.0,4.232715219508833,3.513965170436957,Non-MSI-H
CD3G,0.0,4.222197268436419,4.625788453539617,MSI-H
SP140,0.0,4.077390178384812,4.681428851368336,MSI-H
RPS18P2,0.0,3.8988066388077045,3.673932713354712,Non-MSI-H
NACA3P,0.0,4.495595819012581,4.304150290711982,Non-MSI-H
SEMA3C,0.0,7.852744844417897,6.7986977239277495,Non-MSI-H
SPARCL1,0.0,7.461718682455547,7.260252139539009,Non-MSI-H
CCN1,0.0,7.520546859095862,7.560332792819454,MSI-H
SYT7,0.0,7.849911748528824,6.50697576069248,Non-MSI-H
ERN2,0.0,7.613052324947175,7.96040749140876,MSI-H
LTBP1,0.0,7.606920999735381,7.137840212232377,Non-MSI-H
SFRP2,0.0,6.115319226886821,6.649821390426672,MSI-H
LEFTY1,0.0,6.942448109327216,4.831975075265232,Non-MSI-H
IGKV3-20,0.0,6.815570412956796,6.739077590741067,Non-MSI-H
SERPINB5,0.0,6.9462645189441465,7.885780881442974,MSI-H
CMBL,0.0,7.573120350912966,7.7777464758411465,MSI-H
PTP4A3,0.0,7.653298652598636,6.593362620747621,Non-MSI-H
PCSK9,0.0,7.374943501294493,7.952058114698787,MSI-H
FMOD,0.0,7.535608710428068,7.963380899288139,MSI-H
MMP7,0.0,7.032025664542951,6.018245784625828,Non-MSI-H
ZNF543,0.0,4.1462235426831935,4.85981481689744,MSI-H
GALNT15,0.0,3.955493908287407,4.136655953148702,MSI-H
CIDEC,0.0,3.7095345906274253,3.9693109624218152,MSI-H
ADAMTS6,0.0,4.210821893151885,4.305057570381805,MSI-H
C16orf54,0.0,3.954806606687654,4.191189323412907,MSI-H
VNN2,0.0,3.5948571687925854,4.914083114118216,MSI-H
TTBK1,0.0,4.2467738588312,3.651662035608425,Non-MSI-H
EPB41L4A,0.0,4.11161852069921,4.262130482402678,MSI-H
LOC105375166,0.0,3.695639076067119,3.328859554947061,Non-MSI-H
GRIP2,0.0,3.7962408472534213,4.565574451546831,MSI-H
ZNF300,0.0,3.757173832890663,3.683474184409308,Non-MSI-H
HSD11B1,0.0,3.9333098069420354,4.322315765577219,MSI-H
ABCG2,0.0,4.122121195267258,4.172637781864828,MSI-H
CTSW,0.0,3.881843718697665,4.952818375368867,MSI-H
LYNX1,0.0,4.117561106996776,4.04379279809103,Non-MSI-H
LIPM,0.0,4.466135091649492,4.063866319921028,Non-MSI-H
ISM1,0.0,3.7740754159040373,3.4064064854608307,Non-MSI-H
LINC00894,0.0,4.208771736202766,3.400553363723857,Non-MSI-H
C17orf77,0.0,3.1295164336873698,2.5148571116404748,Non-MSI-H
CLEC10A,0.0,3.9414516174337324,4.155704530522831,MSI-H
TTN-AS1,0.0,4.193283364189191,3.8350549230420095,Non-MSI-H
CEP85L,0.0,4.075317998577424,4.78038534405297,MSI-H
COL4A4,0.0,3.722528952705963,3.7803636986687215,MSI-H
RPL7P1,0.0,4.151628270314739,3.802943349666135,Non-MSI-H
ART3,0.0,3.3572481560450127,3.3979095781182647,MSI-H
ZNF662,0.0,4.096883889491839,2.935108028941361,Non-MSI-H
CD300LF,0.0,4.16166562530007,4.758404564596211,MSI-H
TERT,0.0,4.24130121414666,3.850952264959882,Non-MSI-H
MT1H,0.0,3.8089269605363687,4.1823864105830335,MSI-H
MT1M,0.0,3.6543927714060964,4.210341220141107,MSI-H
DNASE1L3,0.0,3.789887751201525,3.4158716127130133,Non-MSI-H
CHST10,0.0,4.22396630875442,3.8504883323421892,Non-MSI-H
AXDND1,0.0,3.739206301495416,3.0885240494319146,Non-MSI-H
TAC1,0.0,3.3118911929407058,1.6171049613442203,Non-MSI-H
HABP2,0.0,2.246495204954561,3.17642797234619,MSI-H
FAM83A,0.0,3.2439372477905235,3.773585346669671,MSI-H
PHYHIPL,0.0,3.11113636611681,1.4317788816388626,Non-MSI-H
SULT1C4,0.0,3.1862827313619646,2.731108958482707,Non-MSI-H
IGHV3-43,0.0,3.204102401727326,3.436631585151591,MSI-H
GTF2H2,0.0,4.275396753857752,4.329629878363293,MSI-H
CD8B,0.0,4.148407908289467,4.3645482988000035,MSI-H
FEZF1,0.0,3.1729696111209913,3.4350385685606106,MSI-H
ANXA10,0.0,1.2868334132030301,3.494369210415739,MSI-H
HOXA2,0.0,4.205285359497032,3.280442015920171,Non-MSI-H
MESP1,0.0,3.9840227951306693,4.211968787114769,MSI-H
GPR65,0.0,4.167372775346225,4.522682711386585,MSI-H
ANGPT1,0.0,4.178104479140274,3.976680702803321,Non-MSI-H
SIT1,0.0,4.204898401299265,4.209751402227323,MSI-H
CDH2,0.0,3.780498827869204,3.9157219594918864,MSI-H
OXTR,0.0,4.281395269118751,3.9041972369104667,Non-MSI-H
RAG1,0.0,4.392973024215481,3.842903450820172,Non-MSI-H
CORIN,0.0,3.990188899477286,3.9495080929439026,Non-MSI-H
IGLC7,0.0,3.170672615674846,3.2074785022713193,MSI-H
RBPMS2,0.0,3.9544330582135188,3.5308509140470634,Non-MSI-H
IGLV9-49,0.0,2.756524850688015,3.1107921855913117,MSI-H
USP2,0.0,4.224243273557605,3.6137933330855803,Non-MSI-H
GAS2,0.0,4.3218405279182734,3.1357545689790167,Non-MSI-H
BEST2,0.0,3.141699896872866,3.040228794221031,Non-MSI-H
MMP13,0.0,2.974999562292278,3.6616967327905363,MSI-H
CLEC3B,0.0,4.288526949143026,3.7195985164610277,Non-MSI-H
TTLL7,0.0,3.9494879074785327,3.8725785406856947,Non-MSI-H
PTN,0.0,4.256372055464009,3.761177055335431,Non-MSI-H
HOXA10-AS,0.0,4.239348964655169,3.365311775592857,Non-MSI-H
SPIB,0.0,3.681897107773313,3.8266504950417723,MSI-H
CDH16,0.0,2.634945305695509,2.7849315915741983,MSI-H
ZDHHC11,0.0,3.814164203232627,3.9721624081136424,MSI-H
GLYATL1,0.0,4.057886912298921,2.590618636622947,Non-MSI-H
MATK,0.0,3.9627472570993745,4.340805816290164,MSI-H
C11orf86,0.0,3.4425711569843855,2.802816974626311,Non-MSI-H
POU2F3,0.0,4.26755097907963,3.8738941432991756,Non-MSI-H
ZNF415,0.0,4.044543577847019,3.4856118934245637,Non-MSI-H
RPS3AP20,0.0,4.323717723541088,4.113819101640211,Non-MSI-H
HOXA-AS3,0.0,3.983418817048824,3.6809116514056024,Non-MSI-H
IGHV3-66,0.0,3.2423755779228305,3.406460191176822,MSI-H
GPAT2,0.0,3.5938330339695987,3.6649067315340047,MSI-H
POU6F2,0.0,2.583824783411372,1.2412604664187064,Non-MSI-H
IGHV3-64,0.0,2.833508415095949,2.677364602311596,Non-MSI-H
SALL1,0.0,4.296726407957658,3.5404939134238305,Non-MSI-H
PGC,0.0,3.0237347455546244,2.9659786368719074,Non-MSI-H
FST,0.0,3.981491175662659,4.103888625532918,MSI-H
TMEM200B,0.0,4.16654218228837,3.8328513308705356,Non-MSI-H
ADAMTS17,0.0,4.073546166159911,4.32784145112858,MSI-H
CCDC102B,0.0,4.147671944465283,4.326382267616033,MSI-H
PDGFRL,0.0,3.7454438848925027,4.646378679722336,MSI-H
ERFE,0.0,3.7427254106587506,4.615294441776083,MSI-H
SERPINA10,0.0,3.328653573062494,1.4273426149923207,Non-MSI-H
GPER1,0.0,4.121169140959914,3.7616239129548514,Non-MSI-H
LINC01123,0.0,4.350862504851582,3.731803190830959,Non-MSI-H
CASC8,0.0,3.9791060687841133,3.601427618824855,Non-MSI-H
HEPHL1,0.0,3.116390241759275,2.518804708473511,Non-MSI-H
P2RY13,0.0,3.8916883555988604,4.2554996663771645,MSI-H
ZNF85,0.0,3.968551373153315,3.7183862205553346,Non-MSI-H
ALDH3B2,0.0,3.6370039232707834,3.486273584511556,Non-MSI-H
NLRP6,0.0,3.5828097629472917,3.229832741350517,Non-MSI-H
SIGLEC15,0.0,3.688459951058604,3.5706572071635008,Non-MSI-H
TDRP,0.0,4.088459443251177,3.9348157556552894,Non-MSI-H
RHCG,0.0,3.9569049336839934,2.3619299376653906,Non-MSI-H
CCN6,0.0,3.163699646513943,3.122279595966685,Non-MSI-H
POPDC2,0.0,4.072203395644736,3.8799057861848834,Non-MSI-H
KBTBD12,0.0,3.1537567727423412,2.1385594174727975,Non-MSI-H
FGF18,0.0,4.252479270669258,3.530578801611017,Non-MSI-H
PCDHGB7,0.0,3.940684958579216,3.869736434200281,Non-MSI-H
ANKRD18A,0.0,4.0192952753295375,4.228490089109597,MSI-H
S100B,0.0,4.116209690283371,4.26837130016968,MSI-H
FCAMR,0.0,4.150342447213145,3.862589356603501,Non-MSI-H
PF4,0.0,3.7981842791819993,2.6774361080410016,Non-MSI-H
PCDHB9,0.0,3.944907035491541,3.9390170478427216,Non-MSI-H
LOC105370792,0.0,3.7528485328130494,2.3284632126597207,Non-MSI-H
WFDC3,0.0,4.121884699758132,3.3438422600159416,Non-MSI-H
ZNF793,0.0,3.8295015600959252,3.048022284307148,Non-MSI-H
SOX7,0.0,4.1625144119558275,4.024919059510328,Non-MSI-H
VSTM5,0.0,3.7547198361991527,4.921012023256011,MSI-H
KCNJ12,0.0,3.406807250483127,3.2380378301097483,Non-MSI-H
RTL5,0.0,4.134384201563805,3.8924960927792385,Non-MSI-H
PAX9,0.0,3.6623965561078924,4.797467874999393,MSI-H
MYADML2,0.0,4.038141318494715,2.8811276107759687,Non-MSI-H
CECR2,0.0,3.328044848385759,2.8914085729148677,Non-MSI-H
KLHL32,0.0,3.9191145546033246,4.178182945366931,MSI-H
NPM2,0.0,4.1737218193591685,4.283429958855459,MSI-H
MSC-AS1,0.0,4.086061538253493,4.157650395579987,MSI-H
TDRD5,0.0,3.879350259801558,3.7132205877062017,Non-MSI-H
CHST13,0.0,3.8252958746165393,3.097724314040616,Non-MSI-H
PYGO1,0.0,3.8459991762959937,3.60017902611881,Non-MSI-H
ARHGDIG,0.0,3.6433387757044007,2.7653730899416487,Non-MSI-H
EPHA7,0.0,3.377367901246714,2.486849072052289,Non-MSI-H
SHISAL1,0.0,3.80799127407488,3.699509354755351,Non-MSI-H
HAPLN1,0.0,4.158003246923809,3.6890565450665407,Non-MSI-H
REN,0.0,3.382062744048707,1.8201766320451218,Non-MSI-H
ADORA1,0.0,4.006635300873433,4.270750561287568,MSI-H
KRBA1,0.0,4.081603725025658,3.9547842481141333,Non-MSI-H
SYN1,0.0,4.17602558177815,3.7085380113801127,Non-MSI-H
HOXA6,0.0,4.003283278300783,3.771343379570836,Non-MSI-H
H2AC8,0.0,3.642032319455527,3.0326941348856047,Non-MSI-H
FOXD1,0.0,2.7708294660932893,4.632358613794636,MSI-H
LINC01748,0.0,3.9386923004148113,2.841751083301111,Non-MSI-H
ITPRIPL1,0.0,4.054635039762561,4.338255111328688,MSI-H
TLR8,0.0,3.5595132956188418,4.456758290557331,MSI-H
CCL3L1,0.0,3.683445665437303,4.48641140313829,MSI-H
PKD1P3,0.0,4.279997805771131,3.79355259967174,Non-MSI-H
SYCP2,0.0,3.6229849666573726,2.739972052438652,Non-MSI-H
ANKRD6,0.0,4.09655440223482,3.9632938205189836,Non-MSI-H
LINC02432,0.0,2.5132130247406845,2.065539900139467,Non-MSI-H
CNTN4,0.0,4.114994996026656,3.679727230768742,Non-MSI-H
IGLV1-36,0.0,2.8584661897548544,3.280194887997813,MSI-H
SRRM3,0.0,3.90741722096452,4.0617188724132145,MSI-H
GPNMB,0.0,7.32848333345421,7.830778338038833,MSI-H
MUC17,0.0,6.051711175376749,6.490371179657941,MSI-H
SLC38A5,0.0,7.596531730282953,7.466933613101887,Non-MSI-H
SELENOP,0.0,7.492994081570613,6.861214541954828,Non-MSI-H
PXDN,0.0,7.527671129513186,7.620577107015806,MSI-H
TMA7,0.0,7.737685453820256,7.625080081490938,Non-MSI-H
ITLN1,0.0,5.58545142731395,5.911098143087649,MSI-H
MYO1A,0.0,7.744268833839871,7.226495364862086,Non-MSI-H
RGS5,0.0,7.641682196376094,6.926097408053338,Non-MSI-H
AZGP1,0.0,7.759510420679682,6.529032666669387,Non-MSI-H
SMOC2,0.0,7.402437106685715,6.549776914831102,Non-MSI-H
IGLV3-27,0.0,3.119308433601881,3.1224993211167993,MSI-H
COX6B2,0.0,3.903233769071242,3.8770101150211835,Non-MSI-H
GDPD2,0.0,4.015113519312641,3.722084572544201,Non-MSI-H
ARSI,0.0,3.8888544981190165,4.179702726644391,MSI-H
PPP1R3C,0.0,3.9186935059761483,3.591972621984844,Non-MSI-H
KLRB1,0.0,4.11344105662597,4.088705029407905,Non-MSI-H
UNC13A,0.0,3.3020870716061785,3.6389386950546756,MSI-H
ZNF530,0.0,4.246390187602946,3.3968975010798848,Non-MSI-H
INSM1,0.0,2.43874747848479,3.708902805292534,MSI-H
GDF10,0.0,2.3265644418131783,1.335770637867684,Non-MSI-H
GGTA1,0.0,3.992056321421539,4.115208437433688,MSI-H
CILP2,0.0,3.668771141325355,3.0854313865637413,Non-MSI-H
AGMO,0.0,3.600481299875327,2.8844803970049306,Non-MSI-H
TMSB4Y,0.0,2.633659462515554,2.5620635058137644,Non-MSI-H
LOC101929705,0.0,3.8784252237687515,4.032105691977551,MSI-H
NXF3,0.0,2.211781887175827,4.216439576676466,MSI-H
LY86,0.0,4.094916604641016,4.255919914348552,MSI-H
SYT8,0.0,3.749911355516414,4.058454710935227,MSI-H
C20orf204,0.0,3.371843803694721,2.8250492992704253,Non-MSI-H
TMPRSS5,0.0,3.4989314124510673,3.049934566279843,Non-MSI-H
HIF3A,0.0,3.8695357100419763,3.246985983409488,Non-MSI-H
SLC22A31,0.0,2.5252559639968353,2.176776084576379,Non-MSI-H
PDE11A,0.0,3.9129152378444148,3.7215770021461574,Non-MSI-H
SPRR1B,0.0,1.3725385610290932,1.9749079640593363,MSI-H
NHLRC1,0.0,4.314048040810439,2.9123518349313278,Non-MSI-H
LILRA5,0.0,3.9255674682599637,4.549029528976391,MSI-H
CYS1,0.0,4.061243975192098,3.7474952132144903,Non-MSI-H
WNT9A,0.0,3.994487480778307,4.1171645926741816,MSI-H
GABRB3,0.0,2.5875084625517526,2.8463211882479595,MSI-H
ADAM23,0.0,3.9001527935636715,3.7362080335642793,Non-MSI-H
VAT1L,0.0,4.164832113503731,3.6371780435779435,Non-MSI-H
F7,0.0,3.4707727561790027,1.3890065291941611,Non-MSI-H
C8G,0.0,3.63545748694588,4.016496965389494,MSI-H
CTLA4,0.0,3.935949951765794,4.479361474901951,MSI-H
CCL13,0.0,3.2529927134785153,4.1027039093980004,MSI-H
CHRNA3,0.0,3.627670021960252,3.685637231521622,MSI-H
PRRX2,0.0,3.8880307244016006,4.124423751278737,MSI-H
SLAMF1,0.0,4.070444617440459,4.266031794290479,MSI-H
ABCA12,0.0,2.623422279629687,3.6721770762568022,MSI-H
THSD7A,0.0,3.760921451380329,3.6918985395388875,Non-MSI-H
TGM3,0.0,3.73767309391024,3.0690083311130762,Non-MSI-H
KCNG1,0.0,3.4353418716042627,2.5658527839186505,Non-MSI-H
RASGRF1,0.0,3.7347343909813726,2.9710974656626687,Non-MSI-H
CSMD2,0.0,3.733850330374314,3.804602088564557,MSI-H
P2RY14,0.0,3.967325058005347,3.950018295292189,Non-MSI-H
TMEM105,0.0,4.2106340594123415,3.710513198520731,Non-MSI-H
WDR97,0.0,3.9619074033841692,3.4378381870269226,Non-MSI-H
IGKV1-8,0.0,3.150130768056852,3.2541537090570714,MSI-H
MYOM1,0.0,3.96386886891745,3.6856321713851274,Non-MSI-H
RPSAP19,0.0,3.8861688374719834,3.8895339469463197,MSI-H
ULBP2,0.0,3.51073299006484,4.9583196763582285,MSI-H
P2RX5,0.0,3.855310863527376,3.534382620666089,Non-MSI-H
DRP2,0.0,3.5063662028146654,3.63345669129956,MSI-H
PRICKLE1,0.0,3.8286520477895154,3.7048425010218606,Non-MSI-H
IGFALS,0.0,2.7810025564569867,3.204446381580285,MSI-H
SMIM10,0.0,4.036775227447487,3.579876455134397,Non-MSI-H
IGHV2-5,0.0,2.93945821605003,2.8112979135834544,Non-MSI-H
PCDHB11,0.0,3.636691462297852,3.583093143854393,Non-MSI-H
IGKV1D-16,0.0,2.7502471052206077,2.661593437414699,Non-MSI-H
LINC01134,0.0,4.216248631817619,3.2797922746805908,Non-MSI-H
BEX5,0.0,3.5892070421070343,3.213939558993563,Non-MSI-H
DPP10,0.0,2.6340000143100535,1.3940339022311374,Non-MSI-H
CASP4LP,0.0,3.8806029768842225,4.257995505183553,MSI-H
PLPPR4,0.0,3.942104312688906,3.8940164514028646,Non-MSI-H
