gene,importance,0,1,2,highest_in,lowest_in
HSPA4L,0.00022206122893077824,5.5350847093513735,6.650821205673764,5.663950484780563,1,0
LINC02331,0.0002219638261274951,1.1631496457262362,0.9210940334634631,0.9682888743191114,0,1
TBX18,0.00022190962551697188,3.5604317163049717,3.5938588179978335,3.5481906814475694,1,2
ID1,0.0002216706198443837,8.389000921537763,7.294977910200921,8.327504604874793,0,1
POU2AF1,0.00022118217841902052,4.958522060546206,5.680570147542695,5.006092393792139,1,0
IGKV3D-15,0.0002208611362714003,2.565238933045293,2.830009012319127,2.509104319631106,1,2
CD40,0.0002205710274202718,5.7248688299468435,6.043987119260282,5.700772617270967,1,2
OSBPL6,0.00022022064414538398,3.574803293309362,3.8331209388974314,3.6784597866193502,1,0
SLC22A2,0.00022016301090292044,2.108398912589202,1.0987175075348465,1.7686056064588629,0,1
ACAN,0.00022001937489516142,5.806608959721671,5.555941941889396,5.655454864178742,0,1
IGHV5-78,0.00021985683100011027,2.128824063926761,1.8799998749885274,2.168015051234261,2,1
MYBPC1,0.00021961794408377415,3.019439065437966,2.4897150340512884,3.0978212647763392,2,1
ZNF829,0.00021956788112309074,3.1616952934453373,2.7948035051049365,2.9928970522780745,0,1
CALCR,0.00021889394072381572,1.3672148135063122,1.1372001261506244,1.5186019499493688,2,1
BHLHA9,0.00021888447115826036,1.2240743941094778,0.26949870039524315,0.8631730850166534,0,1
CEACAM18,0.0002187452163935897,1.712691946329535,2.2821873195737976,1.7982312351814496,1,0
MYLK,0.00021838344147783533,7.795688539968918,7.52449869994148,7.804976769774819,2,1
KIF12,0.00021826022350728756,6.870868600928929,6.126026979658766,6.910856217630023,2,1
LAIR2,0.00021790185763961183,2.492830597231751,3.09585124497656,2.5431694817754593,1,0
TAFA1,0.00021787325513621111,2.095781369686827,2.26396156839011,1.8811169383174116,1,2
TRIM54,0.00021774250019361758,3.50691891812597,1.8603973157976337,3.02519771354064,0,1
ZNF114,0.00021769795654043075,2.5005574300046027,2.913438472949951,2.4342612295174435,1,2
PHLDB2,0.00021713310073491205,5.562635402696591,5.830228081916963,5.652397512553443,1,0
ITIH2,0.00021696376987968938,1.7473110730234995,1.7832688464130564,1.8420625850753145,2,0
CDH16,0.0002165007008321174,2.5366271775084726,2.734699460448911,2.515289595215018,1,2
TBX21,0.00021641104922527822,2.5691243185182255,3.4024525540197748,2.6795353159556625,1,0
PCDHGA11,0.0002163554208178497,3.103704455058042,2.9832617792321536,3.116301598492456,2,1
CLDN1,0.00021623341862808356,8.044834256268617,7.474252576058038,8.084876811495267,2,1
RPL35P1,0.0002161008073961567,3.0084464610676354,3.1452314232566376,3.2539678610983915,2,0
GRIK5,0.00021597850361019461,3.1864732355033856,3.1871199567746364,3.28967729534756,2,0
CDKN2B,0.0002159136639732582,6.00256514491312,6.151958409350428,5.988956127872815,1,2
ABCB5,0.00021577817550876206,0.9463580619774484,0.9344748089194213,1.2959605092177577,2,1
MANCR,0.00021559449292522423,2.2615118193013433,1.9894341293593152,2.2502257581901044,0,1
RASL11B,0.00021543248971759584,3.278289426696273,2.7068874607513864,3.2311012688670515,0,1
G0S2,0.00021532352716251485,5.762484052421999,6.016326924151796,5.726435572547973,1,2
ZNF486,0.00021529420904980754,5.414738295235749,4.886896701371293,5.44620243327487,2,1
GOLGA6L2,0.00021521247994446354,1.1780939509721151,0.09559082494595966,1.070141025843396,0,1
HLA-J,0.00021518843082790466,4.736364535255702,5.082247253495579,4.921683926577319,1,0
LEFTY2,0.0002151835100462659,2.763574346095956,1.9929103222820883,2.811476539090837,2,1
ZNF492,0.00021517632437159073,1.3294157248063783,0.8541197067535152,1.0575493637249418,0,1
ROBO2,0.00021397721799357205,4.944872872898117,3.8006308383524416,4.7930396384398,0,1
TRARG1,0.00021374159760741205,0.8515805958630709,0.9712911372928,0.9269253416766662,1,0
AHNAK,0.00021336757545904902,9.500549523843931,9.790387512719057,9.590010805742672,1,0
IGLV3-10,0.0002131823274107046,4.37216647055755,4.890009919158788,4.310648132554516,1,2
LOC105375624,0.00021223230130573437,3.4935853147855243,3.118881910653165,3.669437566891905,2,1
ZNF675,0.0002120736681086368,5.486575563727518,5.259953789517687,5.576491145952181,2,1
ANKDD1B,0.00021206691239007456,4.465039629174799,3.3133176907962416,4.642081152081804,2,1
NOC2LP1,0.0002115478518088066,3.087115847809838,2.807361929882187,3.055383745382243,0,1
UGT1A10,0.00021150999865448194,4.430699822400249,3.5231967523806387,4.5811358676788085,2,1
FAM3D-AS1,0.00021094871343431984,2.2920890654503663,1.598664019282056,2.4215454531953173,2,1
FGB,0.0002109345837558651,2.305549373429959,1.78849377064727,2.2969171093999643,0,1
MTND4P24,0.0002107733455503475,1.8682078579156034,1.760335933859565,2.3333901178931007,2,1
NRXN2,0.00021075316283019265,4.905787316756194,3.989827548424272,4.716022222067961,0,1
HMGA2,0.00021066615492302247,6.034292058283788,5.662980599172624,6.201547739550224,2,1
ZKSCAN7,0.00021051721815582356,3.594943111207229,3.1121353598424464,3.545531787803891,0,1
AKAP6,0.00021044356888740975,4.340829908143223,4.286342471906841,4.352713175787041,2,1
ZNF695,0.00021012797327066632,3.9220853421871835,4.190091683729061,3.927095444808532,1,0
CNTN2,0.00021008376717197933,1.6224733048808626,1.1682220456576493,1.7844324268213325,2,1
SLC9A3,0.00021007371312311716,6.086260445464345,4.81600934337941,6.130754540460263,2,1
RUFY4,0.0002099860609813175,2.3442468325270354,2.710673099526248,2.4431474639265027,1,0
HSD11B1,0.00020966273988881273,3.8666341065592236,4.365376468259838,3.938111579447845,1,0
SLC10A4,0.00020952262214649387,1.7618966619644487,1.3337638735189066,1.9278169224019,2,1
IL1RL1,0.00020945470664549275,3.162481669188781,3.00123933801142,3.214401060266646,2,1
CIBAR2,0.00020937664765146024,1.3825868136316664,1.6234496839681536,1.4156484112335683,1,0
PAX8,0.0002093423151713045,5.387638436792867,5.162438940929057,5.346951251090453,0,1
SNRPN,0.00020928806398851112,5.8611821953238,5.404501045024938,5.958639561987365,2,1
NAPSB,0.00020912662141820573,4.572264277466243,4.5370627737753,4.560977901881386,0,1
LLPH-DT,0.00020907282846294417,2.071920290531019,1.9119346645979152,2.0575633711468884,0,1
TRIM31,0.00020901626139573437,7.775920981882838,7.115564222310671,7.830118273335405,2,1
TBX20,0.00020889875626885684,2.107980607118334,1.1118916268319334,1.7147704343842574,0,1
ZNF879,0.0002088662360947982,3.6252345398693344,3.1459860683433405,3.707121542353038,2,1
SSC5D,0.00020826383742668134,5.678896820202722,5.532990369710391,5.665860369073725,0,1
ALDH1A1,0.00020825453495126493,7.223070629024635,7.656146278622729,7.488627802008973,1,0
CNTNAP2,0.00020811522261257376,5.670534958193205,5.723127751626234,5.830286808981692,2,0
PDZD2,0.0002076660952627899,5.2161932809393114,4.661721799993915,5.152383283375452,0,1
FOXN1,0.00020761467722523616,2.1120424662468835,1.5181655341787736,1.798789486264988,0,1
ATAD3C,0.0002075810241222124,4.311151265202193,3.9487733520862642,4.283646874742474,0,1
MYO18B,0.00020740176024341742,2.0470050275332237,1.4020634403041696,1.8658506631898877,0,1
FST,0.00020720338407978332,4.030271273156087,4.248976517884902,4.0689482888933215,1,0
NOX4,0.00020716587637152804,4.027324490416375,4.3579105362525885,4.0650307081392585,1,0
IGKV1-27,0.00020690530759066302,4.275850788254623,4.609386541948127,4.471047136982198,1,0
IGHV1-24,0.00020687226967867377,4.130653695620186,4.879501373656942,4.1377690682533625,1,0
NAMPTP1,0.00020656086406310769,4.699377072211853,4.820506324988868,4.5879074027311155,1,2
GULP1,0.0002065113092165893,5.367836088480875,5.338482227299524,5.329690995603724,0,2
TMEM150B,0.00020641855348759903,6.294762198965726,5.406405890173753,6.170093092166326,0,1
VSTM2L,0.0002063410859345153,4.062980297851346,3.053898265395632,3.9738533387889334,0,1
ZNF577,0.00020625702223809716,5.238688050215968,4.60514945506145,5.4346994204863615,2,1
OSR1,0.00020619094589066246,2.9316810305949565,4.012928984400618,3.4444776240007893,1,0
IGKV2-29,0.00020611863032737746,1.8464983563824982,1.885042236632478,1.955581879459505,2,0
COL22A1,0.00020567308830797087,3.736703121271207,3.804362429709159,3.7241809835705015,1,2
NLGN1,0.00020565549551303334,1.3331627503447845,1.2608837890973625,1.4781218371238984,2,1
ABCA9,0.0002056249297708208,2.817969689670043,3.1341368896627104,3.096613347564342,1,0
SPRR3,0.00020551809551633095,1.1398777640448157,2.1680904893416257,1.3730847995457092,1,0
SDR16C5,0.0002055032822132171,5.197729314669961,6.767435241497142,5.4380788474336565,1,0
BMP5,0.00020549181424076458,3.7112223860974973,2.1563529443473195,3.671572828825041,0,1
IGLV6-57,0.0002054367734899195,4.869309758570477,5.407261918020888,5.085205340021273,1,0
HS6ST2,0.00020535376831111,5.334896193231759,6.104225380028615,5.114235886686864,1,2
DNAH2,0.00020464574395283162,4.782184637945565,5.618428141553195,4.787602355381368,1,0
RBM24,0.00020434528301597883,3.311088003808289,2.993530969956253,3.2602690118134316,0,1
CLEC4F,0.00020429099420740058,1.3951003422416266,0.9926545060958051,1.6427512416311771,2,1
CXCR5,0.00020427056081461108,1.1159624288403733,1.3853177751417816,1.1987801595358538,1,0
CXorf65,0.00020384248312616126,2.494209070978926,2.232984280572985,2.7343068154090084,2,1
SIGLEC1,0.00020381078245291384,5.011510931806053,5.599428782023509,5.040571763001406,1,0
GNG4,0.0002036602849893071,6.716838290964213,3.9081368973364286,6.744020759800896,2,1
LOC100129175,0.0002035980404123388,1.8320594795216314,2.251063493533513,1.9679100224761543,1,0
SYNC,0.00020312758401862894,3.766628397646084,3.966198427631413,3.6631376925878576,1,2
ACP3,0.00020297194411561184,4.989659081160261,5.513964426698428,4.968262279027807,1,2
PKD1P4,0.00020292092795696077,4.018485170899105,3.7197235258965757,4.119718907567993,2,1
GGH,0.00020289865589746863,8.379425516584373,7.502914161613542,8.295671509408614,0,1
HRK,0.00020287785788221624,0.9667667559538113,1.9808933126670691,1.2026131165622669,1,0
ADAMTS3,0.0002025395458463265,3.0332171595781197,2.892470603141813,2.980710893121877,0,1
LINC01979,0.00020223152351047527,4.039730090882321,3.9777625276593116,3.9645444689352285,0,2
LEMD1,0.0002022278868993405,4.235138762583575,4.083882614853984,4.237338191649733,2,1
HS3ST2,0.00020209821394294257,2.8680888312370403,3.029927514946514,2.9238854211106116,1,0
KIF19,0.0002019007915684408,3.385475450591597,4.21200410361938,3.3175601582713896,1,2
CHRM4,0.00020179501697681956,1.861785476459655,2.131146347274262,1.7372702858035516,1,2
HTR2B,0.00020164986546558034,2.425681556115584,2.767091294176644,2.668117759232178,1,0
SLITRK4,0.00020128265712842606,1.671647150853823,2.031596490668768,1.7665870533206174,1,0
CTNNA2,0.00020120180794597998,2.8168668484875674,1.4679460596712952,2.7092726591954137,0,1
NTRK1,0.00020079585572122465,2.2697012052610974,2.584394123684787,2.365577928486296,1,0
H2AC13,0.00020065667139710668,2.160272382505958,2.2758244508077827,1.940459743987537,1,2
DYNC2H1,0.00020041360415953998,4.305985796562402,4.337713017785509,4.3563228246690855,2,0
ASGR1,0.00020012952985835224,4.771918721606791,4.056424904198465,4.867958234703228,2,1
APOB,0.0001997137339836229,2.0306456050417583,1.1185982455182175,2.240870225342634,2,1
SMIM2-AS1,0.00019969006770225494,4.627677367502831,3.283156305647107,4.717033907509527,2,1
RPS4XP22,0.00019962746664804778,3.503453626243344,3.728206440094497,3.505425258263579,1,0
SLCO5A1,0.00019954771624278067,4.692106961869252,4.6492431216225745,4.866799061480632,2,1
MAGEE1,0.00019939822474021195,3.7416553483691595,2.9998254264529836,3.497248392758511,0,1
GABRB2,0.0001991556946034607,2.932639712240628,1.9583732271210061,3.00926596568191,2,1
PADI1,0.00019841002361484114,4.001173721882619,3.2712598295493733,3.877686474746969,0,1
PROZ,0.00019816603519967754,2.2788333557136284,2.008482632162261,2.406837837459609,2,1
WTAPP1,0.00019814053080020083,2.3312014744094287,2.4154747167351616,2.528934039587275,2,0
LRRC37A6P,0.00019804348110759768,2.813012055005412,2.2413058329883366,2.8944261171851995,2,1
MMP28,0.00019787176055574907,5.087786919132527,5.539259094494431,5.29321369244659,1,0
TRPM3,0.00019783187010210553,1.6862310196667532,1.4142550913574945,1.839882152647109,2,1
UBE2QL1,0.00019777688333382922,3.287816410758138,3.1470131711048213,3.066623894920992,0,2
RPS4XP3,0.00019763299961190198,2.1822210333505154,2.0163345002068302,2.2812731352254434,2,1
EMBP1,0.00019722072173897204,2.063523721322906,2.300347329317536,2.338925503287142,2,0
CES4A,0.00019679787128922343,4.518405739209113,3.745373893726802,4.436782186251467,0,1
CADM1,0.000196279788832229,5.2231472956831055,5.253146913808109,5.116567142844745,1,2
PPP2R2C,0.0001955952762301344,4.304744537544496,3.246461432002697,4.321078207374267,2,1
CGNL1,0.00019547198411236,5.407368014258932,5.05550794546865,5.568546081094935,2,1
B3GNT6,0.00019546981502105665,4.433227472762945,4.88545426253264,4.258020426458482,1,2
SPEG,0.00019540216428348792,4.800915694499852,4.517259303662691,4.961132397788131,2,1
AKR1E2,0.0001952970632723841,4.237660993378457,3.692139542846408,4.324933458468092,2,1
ANKS1B,0.00019494667561792823,1.7374002208137884,1.6102405621406284,1.6907077648891193,0,1
SCN5A,0.00019481127013051898,3.0363558641059694,1.949440705240982,3.012528957008444,0,1
DMBX1,0.00019461647579836004,2.4814736377214848,2.9839652216818235,2.4316371301395203,1,2
LINC02154,0.00019441066111091005,1.4568697450071908,1.6837869175216746,1.4619466324847303,1,0
ITPR2,0.0001941134660272849,6.993901975555111,6.897154841592456,7.063126357373188,2,1
CCL2,0.00019398060675306861,5.77128290728649,6.024112187818313,5.7465873711502224,1,2
NETO2,0.0001938404332460163,6.4174678957390965,5.90179082865444,6.469385610116292,2,1
KCNH6,0.00019316036097258638,2.3726442120635993,2.1355959208423307,2.591847283561558,2,1
CYP2W1,0.00019272067326039295,6.520181983889839,4.429439954902027,6.186938618027104,0,1
HORMAD1,0.000192660439068788,1.744251988370976,1.5679583999866187,1.486798021483264,0,2
NPNT,0.00019238566005423742,7.432685623605301,7.578225567680542,7.5187890427687245,1,0
CDIP1,0.00019217666276489804,6.027661752045212,5.67623923695277,5.889459637535485,0,1
TM4SF4,0.00019180809048895782,3.241971614913946,4.390492900612374,3.5445800786708865,1,0
ATF7IP2,0.00019162095377839354,5.525836274910846,5.522389587834575,5.638534810171713,2,1
FAM222A-AS1,0.00019150113643258865,3.4301329361937762,2.9329275172056963,3.4465627105133407,2,1
GRPR,0.0001914771290248287,2.419620254407774,1.631826385954588,2.40170796261357,0,1
LOC101927884,0.0001914693096861431,2.8861360566001175,1.9174295904847287,2.4976906692493226,0,1
SHISA6,0.00019132157237518796,3.602778441693274,2.2697706306540537,2.9002781444271535,0,1
PM20D2,0.0001912632917194946,7.23858993893071,6.515537359231756,7.345733892676149,2,1
IL1R1,0.00019118640541491397,6.703381215169665,6.835236474648769,6.691746139812669,1,2
ZNF790,0.00019101555338665621,4.763080369065595,3.7863607658000324,4.737812366145286,0,1
CD8A,0.0001908275756959968,4.879918299623249,5.79211552858944,5.064636443085183,1,0
SH3TC2,0.0001907603640731675,5.849128022907998,5.412611849687975,5.755517001842792,0,1
COL8A1,0.00019029970040316909,6.825172949162241,6.887862633821678,6.739609588420763,1,2
PKD1P2,0.00019020226893491754,2.891910389363042,2.4529216369728895,2.905210266733999,2,1
PI16,0.00018935436517426293,2.5593933429290683,2.2314786696786553,2.7316761895515183,2,1
ASCL5,0.00018928613162019856,3.684457364746022,2.9059942794266655,3.622832443124,0,1
RAP1GAP,0.0001891622141201825,6.949414306218527,7.787992668220915,6.970937916246322,1,0
PPP1R1C,0.00018904060935999242,2.633827884858551,2.8590156987715702,2.8960861130368416,2,0
GALNT8,0.0001890360553894388,4.93440320893078,5.212370914728427,4.941293794927667,1,0
SYNGR1,0.00018875012361933808,4.295612206268591,4.7038729015632486,4.240025100381016,1,2
B3GALNT1,0.00018844860442219342,4.645433617722249,5.046655977026962,4.6818162006147,1,0
LINC00923,0.0001884200600554336,2.2558895855598746,2.2024056012773316,2.5582107944655834,2,1
L1TD1,0.0001883368147108174,5.0729771196609885,4.845260764031678,5.151602927517573,2,1
ADRA2A,0.00018829011715458676,5.687665842670005,5.190318030367339,5.867123829100716,2,1
CD300E,0.0001881553414055653,3.4675965275355165,4.327987705841576,3.585147713589826,1,0
PKDCC,0.00018815120491622283,7.3083536056397485,6.965503535608981,7.369037410946235,2,1
EREG,0.0001878144030619089,7.026992601070222,4.72804948760027,6.653531148229923,0,1
ARPIN-AP3S2,0.00018771691397158268,1.8407347248393324,2.2284943509947897,1.8780294502739017,1,0
ZNF532,0.00018719887490072567,6.410293283202165,6.431662540666946,6.43286851099886,2,0
LRP4-AS1,0.00018710480864873698,2.66419168770511,2.1190014997173208,2.9399395429342863,2,1
DAPL1,0.00018706426484060303,2.5848222477754996,1.8333748824832645,2.667769549443991,2,1
CRTAC1,0.00018643745206379223,2.295452600320678,2.1163293929309335,2.4609271637537162,2,1
NPPC,0.0001862895290396405,1.114889152834531,1.1467400808335757,1.096332627177827,1,2
MROH3P,0.00018597872543812022,2.567657420572178,2.8897063662942037,2.922980022217556,2,0
ERVMER34-1,0.00018586758808657365,4.047637488326117,3.4391747894151448,4.0661149134063725,2,1
GRIP2,0.00018569910476393882,3.7741081945473898,4.6476877032889075,3.7938883970463544,1,0
STUM,0.00018567654173065907,3.393328150168198,2.596021441671199,3.4711469459216224,2,1
RNF165,0.00018551330666363892,1.9560373590684021,2.404000207623081,1.9936340762302491,1,0
COL26A1,0.00018485584125252556,1.7297332530441234,1.6766312247144197,1.809091050347086,2,1
OLR1,0.00018460958919965371,4.420485552266463,5.105767360162216,4.566231107680236,1,0
PIWIL2,0.00018426859884390997,5.158614342436367,4.428413924607917,5.042917960253332,0,1
VN1R83P,0.00018422331530696512,2.3991111511857723,1.9363176781286127,2.4808359138332388,2,1
COL12A1,0.00018413183261099982,8.726912783557104,8.816273317128154,8.58537538369981,1,2
TM6SF2,0.0001836464583780858,3.0555412104839696,2.84456890306397,3.2537260424958956,2,1
KL,0.00018358500536999714,3.375840233365927,2.8530092839628796,3.485734617150236,2,1
LINC00639,0.00018329185819716235,2.308015903180148,1.6473957720777006,2.2929686408186423,0,1
MYH4,0.0001831926413847499,1.8635148196334308,1.6246342640452078,1.6216507513371088,0,2
PPARGC1A,0.00018284311162827102,5.701321134497388,5.595166873312034,5.6667607897696755,0,1
CASKIN1,0.00018254615867834958,1.9161374842220105,2.248319609432985,1.9612176262834486,1,0
GSTO2,0.0001824027492500405,6.542685990990748,6.787865155876066,6.585979721675295,1,0
THNSL2,0.00018224610977779138,6.346726584121118,5.250145147511813,6.259383601393555,0,1
SBK1,0.00018199526776807215,5.117030226751582,5.228029938909343,5.022150471312834,1,2
VCAM1,0.0001819031842248756,6.000113730824072,6.121822845545774,5.9836139599066565,1,2
IGLV1-41,0.00018168385406318733,1.9743525284413859,1.979111995507936,2.1552331180279345,2,0
AQP1,0.00018162602271448405,7.3892393932121765,7.229665441975157,7.439187891520227,2,1
TIMD4,0.00018149969559736473,2.011674371764457,1.7575610072279868,2.0987634636854793,2,1
BAALC,0.00018143890951916492,2.5218323107044434,2.635793015771791,2.7019898439072145,2,0
CPNE8,0.00018138313218233227,4.953024730887885,4.855334722064357,4.950174444020683,0,1
RIMKLB,0.00018135213282156063,4.788411590324609,4.563738877354513,4.795902200367736,2,1
IL33,0.0001812828723562406,6.751898678084726,6.312658637934924,6.693294802843759,0,1
DEPDC7,0.00018104691717943966,5.363347141298685,4.7379761490540755,5.340737296952465,0,1
LINC00940,0.0001798735199847447,1.878293865433415,1.0082284713914071,1.8001403648592484,0,1
DIRAS1,0.00017986974608530783,2.9548401637920985,2.607856088067981,2.9157135770700315,0,1
GRIN2B,0.00017978289912465518,5.342095245226047,4.2628678884672055,5.301112324392836,0,1
IL10,0.000179699656528611,2.3393915281362276,2.8150589354653817,2.4783922891788204,1,0
COL11A1,0.0001791530361065029,6.56112478339911,6.926122211110507,6.432143810075912,1,2
EPB41L4A,0.0001789236391575363,4.097181360588968,4.2766569954093745,4.06502713516621,1,2
DUOX2,0.00017859979686935958,7.6878721246838095,6.6733969635859305,7.669535464124695,0,1
ZNF350,0.0001784729980088903,5.339722339894013,4.809885436502986,5.341481431558,2,1
RGS5,0.00017844064505391968,7.623079019897949,7.066000368820538,7.657434428351485,2,1
SH3TC2-DT,0.00017842030288500285,1.7067465688272063,1.380250372733338,1.715487453187985,2,1
IGHA2,0.00017825095332114107,8.332276297115412,7.547735454137511,8.39928143453189,2,1
LPO,0.00017813115215377492,2.447653873194655,1.5480820357545297,2.401946584401784,0,1
GRAMD1B,0.0001781155586419923,4.819417805270318,5.688658506348107,4.797217752861107,1,2
BEND5,0.0001778588109022062,2.6736055749311,2.933128099508224,2.76873772632359,1,0
FOXQ1,0.00017768676730920593,7.239733733181227,6.548261442551319,7.131289348789012,0,1
BMP3,0.00017753680083312987,3.1216828456751915,2.2898948216969326,2.881165449619181,0,1
LINC00323,0.00017725136288973287,1.8002739852505394,2.202500241675094,1.9726438565660378,1,0
AMDHD1,0.0001770695913963955,2.4373841986083016,2.594481530278459,2.6153069991657105,2,0
BTN1A1,0.00017688437646013982,2.3755049607594536,2.2870850189138245,2.717890617626717,2,1
OTX1,0.00017687758262254112,4.079252577383188,5.093564394071837,4.435701312710619,1,0
SNAP91,0.00017655105799645304,1.3831865256952325,1.1573988471313463,1.537913994658483,2,1
TXLNB,0.00017641376512830944,2.8106393973222863,2.459420463681169,2.8995172834163285,2,1
PTGIS,0.000176111293497394,5.058066368056863,4.876296366441891,5.0812848929591174,2,1
GJA3,0.0001759648503443558,2.2347533932011445,2.6366614609476513,2.47817346523625,1,0
GPR78,0.0001759210453360191,2.1759986745243904,1.7334230382201656,2.0775296894472675,0,1
LINC01123,0.00017556229565125048,4.291887547766567,3.757986215452582,4.45181808043299,2,1
SAPCD1,0.00017553981562181605,3.205042742712811,2.6761787440789417,3.4054029990136674,2,1
GOLGA8A,0.00017497162149464758,5.590157966776928,5.630972857912748,6.028245278609402,2,0
MYRF-AS1,0.00017497020461670315,1.5461900132632407,2.422806738876086,1.5009872150744732,1,2
GLI2,0.00017394467363949657,4.81009527814356,4.765371313191662,4.669444374264962,0,2
AQP9,0.00017357042432582261,4.222622035526057,5.205500083735406,4.09223572409019,1,2
FPR2,0.00017356926062770235,3.0158952494100664,4.18821829332295,2.8922744133843605,1,2
PRDM5,0.0001726023836600956,5.034462598433011,4.8635943384479186,4.936195220352648,0,1
INHBB,0.00017258597858020288,5.334494272943915,4.666310082093944,5.458414246734384,2,1
ITGB2,0.00017258451404448424,7.1793939614299465,7.816174361616546,7.176218016607204,1,2
INHBA,0.00017255580810821464,6.849825646977104,7.018090227119071,6.837586685238577,1,2
LUZP2,0.00017221735226750708,2.627581922262905,1.8884955115032838,2.980855889655236,2,1
SLC5A11,0.00017185971900056008,1.8768729883805226,1.643454056087745,1.936205073171654,2,1
LHFPL4,0.00017177214752352686,1.5978484293583408,1.1588295559392683,1.6131604953931107,2,1
DAPK1,0.00017163215434290758,6.0084700153572825,7.045504395300023,6.273239067098378,1,0
C1GALT1C1L,0.0001713539499612842,2.529224103226804,1.6572630935232475,2.8096655850095007,2,1
SYNPR-AS1,0.00017091863309705012,3.4281452736267486,2.910445069854041,3.5445630809860247,2,1
EDN2,0.0001699142063960935,3.1534243038816867,3.080631291561686,2.9325396776593893,0,2
CDKL2,0.0001697748613848279,2.40709441123934,2.136251165256112,2.4616666212288254,2,1
TFR2,0.00016948790779652755,4.870255895389476,5.17117221210243,4.914336085206722,1,0
DNAH8,0.0001692666999737828,1.4601114690910122,1.4659831180195668,1.3781644075989836,1,2
HOXD12,0.00016924233954840562,1.1781003412458377,0.8944485801166268,1.2348951583112568,2,1
PRODH,0.00016903901830334,4.0476487912396975,4.434902833706216,4.006216994328755,1,2
HAND2,0.000168980394347991,3.4288889168240706,3.2579896605577794,3.4476459443723204,2,1
GSTT2B,0.00016888269204833287,2.6981742584396518,3.0375411808243076,2.6415740476639535,1,2
CA3,0.00016874387298470702,3.4932167005321726,3.215212994396212,3.706665921588268,2,1
DNM3,0.00016870168300145116,4.598441725067638,3.583743151634174,4.5831979793573066,0,1
LOC100130449,0.0001683433362735708,1.7694085475695098,1.5129130802078319,1.8425149684407929,2,1
IGHV3OR16-17,0.00016830197848760706,1.550060005022117,1.775386528159172,1.6735507507675786,1,0
TRIM9,0.0001681464533838232,3.025653673741396,2.9191500167107205,3.2192597242817427,2,1
CDK14,0.00016662088762685502,5.12630907652925,5.416888507097323,5.177917438863559,1,0
IGHG1,0.00016644368233950307,9.562155862695215,10.363866823556783,9.642035423553304,1,0
KCNB1,0.00016643811327311106,2.0632338080427517,1.7606961988278522,2.2245709988433315,2,1
INSYN1,0.0001659523181701017,3.2849472041628847,2.977275458507468,3.128995294314404,0,1
MIR924HG,0.0001659095695885604,3.0693375722124747,3.9764317675728185,3.1967955952630733,1,0
RNF217-AS1,0.00016578662231724192,1.7573592626698895,1.0279404349234336,1.8538753596298114,2,1
TAF5LP1,0.00016570001683890632,2.4525743413176633,2.9525180547066037,2.5245577267663166,1,0
CCDC152,0.00016557111492251545,3.372847455666468,3.1045328068207487,3.696069702052747,2,1
LINC02384,0.00016550204898126142,2.6475638984086856,2.543026927606125,2.8323109858494395,2,1
LINC01018,0.0001654911849995674,1.2729910038655268,0.8275367493436707,1.5920724975645264,2,1
SMYD1,0.000165080908124187,1.7279488555830829,1.001030907397408,1.5940390010786194,0,1
GBX2,0.0001648994746122837,1.9328962219406562,0.782602706190943,2.0196586359185242,2,1
AKR1B10,0.00016482968192646364,5.544718740616462,5.158855173323439,5.579243689494148,2,1
LY6H,0.0001644074948282944,2.28844763676628,2.7795909688864326,2.404758647372105,1,0
PLAAT4,0.0001641924450512864,6.373644208413738,7.381005187432836,6.340303081588453,1,2
LINC00861,0.00016418996479090724,2.664872516230693,2.8014887657329086,2.916044615921123,2,0
ANKFN1,0.00016385239674723714,2.271563058103888,2.068380660084537,2.5159220778348534,2,1
IGKV2D-29,0.00016332501914746866,3.3883546474294355,3.7489327923462223,3.281280032632254,1,2
PGLYRP3,0.00016301922825816156,0.8071634615298259,1.189729666089842,0.91425638782536,1,0
KLK8,0.0001625200317699167,3.0487997546527916,2.928194145852793,2.947763739851923,0,1
SEZ6L,0.00016251906921192205,1.6324929289932921,1.3639448698376493,1.7148695173998316,2,1
AGAP2,0.00016240149363237362,4.723872711975766,5.462026922649252,4.942376116901344,1,0
BST1,0.00016225288278519972,4.7951899444538,4.689352993152906,4.788640162891997,0,1
CAMK2A,0.0001620740261417979,2.1412586020840463,2.5054111326338786,2.301980929285695,1,0
ABLIM3,0.0001620042031590732,5.2961605471072675,5.723721754902835,5.3580509939045,1,0
FOSB,0.00016168296802884725,6.301301835213849,6.287148320674595,6.678680435853048,2,1
LINC02405,0.00016159044337126006,1.6761202060337288,2.019450252022514,1.826509431519049,1,0
LINC02747,0.0001611607629315893,4.873157828827479,3.693979842787734,4.764260651807567,0,1
ADGRF4,0.00016098759740998262,5.379873943184166,4.4114853174280615,5.3264296136917935,0,1
CORO2B,0.00016076589310753579,3.3482049152835405,3.1560738934799524,3.4320152554388623,2,1
FAM230I,0.0001606781629738662,1.5965370287815426,1.4276758461198606,1.9634921273049577,2,1
ZNF385D,0.00016047731444868775,2.5918231212737197,2.832409444360653,2.6861329282250783,1,0
DBH-AS1,0.00016023437742209904,2.6420682125962585,3.0579318399870643,2.8436114084408777,1,0
MMP1,0.00016009283533932118,7.249190228297434,8.277266845781693,7.019168918618739,1,2
NECTIN3,0.0001600636293346714,6.52768272347525,6.3178423418969345,6.561177402944325,2,1
