gene,importance,0,1,2,highest_in,lowest_in
WNT10B,0.0010097875581678436,2.6885070972821516,3.4435082485108435,3.053404273313777,1,0
AQP3,0.0010062980859344387,6.161156035564776,7.511802308746207,6.130647012366359,1,2
ZNF488,0.0010058728346129839,4.111057659703907,4.907394316570589,4.348272508502246,1,0
FEZF1-AS1,0.00100497616425679,3.6911647008108015,4.613302038320807,4.518392468824371,1,0
PTGES,0.0010037687448850117,6.218259517817462,6.279221530112056,6.065763580629506,1,2
ELOVL3,0.0009947298097191303,1.6398803324049211,2.8223213850142397,1.9470005531037322,1,0
ALOX12B,0.000990072076586793,2.176009281570181,3.265967904381138,2.294395069542709,1,0
PRKACB,0.0009866634080656135,7.199109774525055,6.569090525549985,7.349825600336502,2,1
HOXC6,0.000985797214750974,2.5381516803895097,4.642200757790049,2.813347650568721,1,0
CAPN14,0.0009830565282146397,1.8411818693196762,2.6511720176171143,2.0175190187923415,1,0
RGS13,0.0009799726709883957,2.1335929731364787,2.2031187305863695,2.3136183513712734,2,0
SAMD9,0.0009793986441930065,6.162801629117102,6.85336827175853,6.166147115981911,1,0
LINC00886,0.0009787913418636165,3.666655696658596,2.4927789256110398,3.4755226099835017,0,1
FOLH1,0.0009775216619571125,3.8118990406167415,3.933614283927937,3.8086471886243234,1,2
CFTR,0.000974481915315938,8.740075984303996,6.951062912914276,8.672088666966669,0,1
MLXIPL,0.000968622300650772,7.197467514840459,6.377375745273352,7.180874594937116,0,1
C2CD4A,0.000965180786345854,6.176317136949703,7.049468438458121,6.324413804759415,1,0
IGSF9B,0.0009624182992383354,3.756192657021281,4.288861406746131,3.8295893478565284,1,0
LINC00943,0.0009620820340970907,1.0924758450301149,1.7516193139477054,1.1633096893298098,1,0
SLC6A4,0.0009591191185418502,4.325058728672751,2.1722215737091024,4.2328105197019825,0,1
SLC17A9,0.0009467058826066482,7.320871927486767,7.117785812652547,7.293113529459458,0,1
WIF1,0.0009445539184775609,2.885314858061372,0.7551828828655449,2.7181736177346147,0,1
FABP6,0.0009331856899009336,5.454791872998866,3.9400084644116626,5.802121547855948,2,1
KLF7,0.0009297745052250193,6.705605420339667,5.81687090793573,6.672919060812605,0,1
CD274,0.0009279245169493812,4.434004141634805,5.434200751316974,4.4317739045938325,1,2
TDGF1,0.0009258008972175015,6.788353363194826,4.617994609677575,6.549817871651007,0,1
MS4A7,0.0009221858494438504,5.35939761950186,5.9477295291260734,5.494764215276903,1,0
OCA2,0.0009213772160250218,3.202519303565472,1.545511255415159,3.5170378837615446,2,1
SORD2P,0.0009196791597825214,4.482198568225014,4.668096327399157,4.607253257941512,1,0
FREM2,0.0009172918154612077,4.4694030280242005,1.8182134950281967,4.594166723251293,2,1
KRT75,0.0009167434457730796,2.9646204997957843,1.6266861356263587,2.500714687174656,0,1
CYP4F8,0.0009135848772807485,2.08812829286033,0.9104305469267394,2.1727948936442547,2,1
MCMDC2,0.000903188487859409,4.225712537005264,2.9359144729024207,4.2568679651164745,2,1
ADCY5,0.0009031166966698901,4.717154390551472,4.012831162560547,4.96621610280577,2,1
OXGR1,0.0009018645785575167,4.872830363180244,3.061866567747178,4.714894849220401,0,1
QPCT,0.0008960976246712727,6.873497887994734,5.706950051029686,6.971988669103351,2,1
STX19,0.0008935973343844618,5.34966678405194,5.048773753977243,5.590959607216426,2,1
GSPT2,0.0008894514957543695,6.12975563155509,4.673289781600337,6.087743940886447,0,1
SLC3A1,0.0008878840792430417,5.828840685819877,4.307661966563665,5.829765326193006,2,1
LRRIQ4,0.0008844484221745182,3.3734622235181955,3.807395634879673,3.575193273314594,1,0
MT1E,0.0008836875940240453,6.283524168304069,7.467817282577769,6.267221833852038,1,2
SH2D1A,0.0008802736011684895,3.31525144241797,4.018176887706469,3.4871138937867743,1,0
UGT2A3,0.0008774113581056215,4.9893132062153445,2.861710191506763,4.805498410223177,0,1
RPL17P18,0.0008754991946735236,3.927187890051878,4.25986624187271,4.0750234074011615,1,0
MID2,0.0008724107713779325,4.342410315663285,4.680136003726439,4.473653066238123,1,0
GATM,0.0008716454787406798,5.901624229402244,5.457876327569874,6.225544381678377,2,1
PF4,0.0008661061489033479,3.8987469459212174,2.840182877199656,3.3464368049563356,0,1
SFRP5,0.0008559955664663348,1.5231351268568831,1.1970008757091004,1.9468231010605959,2,1
MROH7,0.0008540490956573993,3.2582231680317872,2.5653148406076234,3.520499479190183,2,1
FAM169A,0.0008527749866345267,4.366355899481269,5.261872592362972,4.675851472154158,1,0
PNMA3,0.0008467967818767705,1.7839189963952218,1.7240074164810704,1.9695304469639212,2,1
MRPS31P5,0.0008445246855753856,3.6369598586998158,2.956477944413202,3.7410763676130747,2,1
SULT2A1,0.0008435923565847137,2.020578862134551,0.5906606654835084,1.8252582789019443,0,1
LINC00960,0.0008393780100007076,3.728894720477633,4.395995634968366,3.7861956778360195,1,0
SIGLEC12,0.0008376887009547964,3.508518521550947,3.9105850543901783,3.638363694266167,1,0
ALOXE3,0.0008333464595788205,1.643525558898409,3.244655643539583,1.917332247232002,1,0
HECW2-AS1,0.0008330943267726815,2.062534256185498,2.374782073458518,2.3281123639247805,1,0
ADGRE3,0.0008283109640504531,2.3197671357641156,2.8698887486509808,2.242842168064652,1,2
GGT1,0.0008274436357104425,6.439987872434989,5.943358480773648,6.347008403313067,0,1
KCNN4,0.0008273323813753048,8.086067831778333,7.553456684785346,7.90764904677379,0,1
AATBC,0.0008229167301081779,3.9612038098599567,3.6075692501885865,3.944755496060823,0,1
C3orf85,0.0008191218305397907,4.265648449876834,2.5055095988323086,4.294636166747943,2,1
PRLR,0.000818717644259748,6.560622159782913,5.570531967532833,6.614828703736544,2,1
OSBPL1A,0.000816811126397013,6.2763310437368425,6.590563929264857,6.337512055551738,1,0
ROR2,0.000815749388151922,5.340388974464537,5.644407886226916,5.202323303565645,1,2
C5orf52,0.0008131677757092687,3.5197236126751243,2.0061896370311696,3.220564461867183,0,1
CCN3,0.0008129102339700666,4.64436499508316,4.853168729107747,4.950121083128541,2,0
HEPACAM2,0.0008127931208695328,5.006396014937023,5.652261501461632,4.852452940714525,1,2
LOC102723692,0.0008127813958016714,3.3671252068705533,1.9292919091745504,3.04928887386618,0,1
LOC107985216,0.0008058132614276275,2.4397615843665674,2.7080690579141224,2.5849802350018884,1,0
RNF43,0.0008047022070767646,9.27415537010633,7.831249005317092,9.14744443423348,0,1
SEMG1,0.000804503611785383,1.6440199496140566,3.532576047769472,2.064254270990729,1,0
LOC101929759,0.000801420470515798,2.404296729220366,2.5401354627855297,2.599397761417523,2,0
P4HA3,0.0007997135447617678,4.245300817027055,4.437021839554924,4.162059709560732,1,2
ART3,0.0007984428635663246,3.4149098060943595,3.4040175843246216,3.0662427146362874,0,2
PAH,0.0007968033732699317,3.82991587668332,1.555018676231833,3.688716166520684,0,1
FBXL16,0.0007944028299751324,4.938876551587438,6.007177813019194,4.996415075499768,1,0
ESPN,0.0007903930583384773,6.934182366864518,5.94094691370412,6.761958779983528,0,1
ONECUT2,0.0007899937224991738,4.445855037737806,5.4082583139032,4.968767972912427,1,0
MUC6,0.0007845444723241449,2.7255268783949465,5.6147286528007125,3.1512831358550653,1,0
CPE,0.0007833189188143543,6.808941168342713,5.72664865431337,6.489120688069217,0,1
ANXA10,0.0007746683756856108,1.2352490877813571,3.7234864417032343,1.5085359267248115,1,0
LINC01511,0.0007743208031356821,1.5124945282010118,1.071570589661605,1.420988424286728,0,1
SLC39A2,0.0007734048428442611,3.5132597860123047,1.4294135325477464,3.358326060182922,0,1
ZNF423,0.0007715160251766785,5.235786166230479,4.29015405981253,5.091136311103755,0,1
RAET1E-AS1,0.000769861776210984,2.4068055608672205,1.8036134777705648,2.0249913189801783,0,1
ZNF682,0.0007679881622633791,3.7482744410589888,3.2316813466236733,4.001492665776187,2,1
PKP1,0.0007668646788117723,5.547948771643145,4.6208144993879054,5.475201065319501,0,1
CEACAM3,0.0007648040760666389,2.868405424428606,3.7726455765446634,2.912058024614087,1,0
DAPP1,0.0007640289164380084,4.986399700056436,5.719660613084966,5.069888519775095,1,0
CEROX1,0.0007595862302013168,3.890786020411732,4.734907267580299,3.939115125692729,1,0
CHI3L1,0.0007568172399472734,6.504130029317716,6.716762262262678,6.270952963243772,1,2
RIIAD1,0.0007568138572201071,2.820618729907492,1.3966395169996304,2.905581701954596,2,1
GDPD5,0.0007545871143398641,7.069093204244049,6.338624775484158,6.970236351146973,0,1
LINC02418,0.0007544557980677766,5.840631865873723,3.506751451590099,5.672716512345961,0,1
SPINK1,0.000753261868369245,8.035998570806155,6.99769265148145,8.087174137879673,2,1
TNFRSF9,0.000747995734665762,4.288723580544832,4.950838040212593,4.163252575331768,1,2
SLC30A2,0.0007473717914087249,4.112884298882323,1.544513761501376,3.6613391872944088,0,1
MRAP2,0.0007469856261126773,5.1888121739833215,6.001670127183466,5.476813385185106,1,0
LY6E,0.0007467821816026652,8.228341552898776,8.958372009891981,8.188672455129295,1,2
RNLS,0.0007437748383217732,5.4121171451349515,3.825580886439005,5.121445492900867,0,1
MAP7D2,0.0007410301895395776,5.024892000587771,3.026001261247627,4.698608361319752,0,1
MMP11,0.0007408420428552341,8.088415064309533,7.42422026233082,7.9128282586201,0,1
SPATC1L,0.0007370884896258026,5.514659288690157,4.446101984728379,5.285545610031393,0,1
ALKAL1,0.0007345086327635988,3.852413305752597,2.708574298948726,3.8584803961880842,2,1
ADD3-AS1,0.0007333867461961451,4.314610536003556,3.150950208925974,4.395581107734218,2,1
PTGER2,0.0007312143254189887,4.773814485434317,5.711350517554692,4.847892483064074,1,0
B3GAT1-DT,0.0007287173427312724,5.437213093651456,3.6527145108405406,5.631095032163049,2,1
POU5F1B,0.0007284491043603845,5.493512597278561,3.3821420557356316,5.167525189355764,0,1
LINC01748,0.0007278647957506707,3.8800987431064917,2.7707436982035483,4.0094777041774705,2,1
PCDHB13,0.0007270341921349732,3.952075010622848,4.4391577032231435,4.186189791429362,1,0
ARID3A,0.0007247771088296133,7.415358399590034,6.2849666208941155,7.412454723293392,0,1
ST8SIA1,0.0007245632909619862,3.7420174997361952,3.690039202227542,3.7333341382268777,0,1
RPRM,0.00072229597440355,2.3368617160557132,0.9691494988201196,2.144661050569597,0,1
ZNF141,0.000721270707188107,5.226921641283339,4.083840471956492,5.213619054536067,0,1
LAG3,0.0007211473797889264,4.418807275906125,5.425241589200081,4.464167703343684,1,0
HOXA7,0.0007211335863688417,5.261977226830673,4.6849640227846026,5.14139805448851,0,1
GTF2H4,0.0007207694316455156,4.046633294189023,3.9933088181464815,4.166698315145145,2,1
FCGR3A,0.0007205944192070385,6.301144650904775,7.303138180560371,6.31372905875878,1,0
LRRN4,0.0007166171047815181,2.242384263797373,1.9512131226030636,2.393390562685534,2,1
AGXT,0.0007122412691850316,3.3575445210413877,2.3076340827508246,3.3477463622119545,0,1
FLRT1,0.0007098724846939854,3.343797201937015,2.600721974153111,3.5276717123602035,2,1
HCAR1,0.0007091661096215074,3.4984579650329444,1.7740053101713673,3.657558300032293,2,1
CASP4LP,0.0007037349994541192,3.82851730953626,4.31897382263655,4.07889083648759,1,0
FRMD1,0.000703223505231713,5.5400801578950905,4.117405207914668,5.503862821533774,0,1
LINC02323,0.0007019303169107103,3.4830012685680822,2.901179359628732,3.239289983331403,0,1
SERPINE2,0.000700384469779282,8.017959745285516,7.2142993927742,8.075092328656199,2,1
IGKV1-16,0.0006995946500534379,4.5548127746712535,4.891945704820694,4.550052564575633,1,2
CKMT2,0.0006993083517759768,5.2043079483879655,3.08481252108174,5.047129564157187,0,1
LINC02251,0.0006974288331650313,2.356659849002932,0.8659994525058502,2.022868987776284,0,1
MYCN,0.0006910310147987824,4.227745932081108,4.065288352428889,3.9802067767420413,0,2
DMD,0.0006900554130478198,5.864969199699427,4.8020183084541,5.854476552666397,0,1
C10orf82,0.0006879972684740718,3.227079511542107,0.795524752784873,2.9246366641629438,0,1
ARL14,0.0006878964400410489,5.426051872324105,5.112845119968125,5.651243696256601,2,1
KCNJ5,0.0006872597657971783,3.169940080166228,3.6613265879806725,3.381428036538081,1,0
CRACD,0.0006855367872251357,5.633670523019067,6.269852668145629,5.695184692880271,1,0
SLC1A7,0.0006842557003788624,4.826870233975648,3.0647839713725236,4.449497506034223,0,1
PLA2G4D,0.0006804860675865084,2.9640386170288795,2.807283825271551,3.0327922626591066,2,1
CHRM3-AS2,0.0006764826811646057,2.3067117903642815,2.639923982361074,2.6663634897734734,2,0
FOLR1,0.000675562240048779,4.1473981236420965,2.5955116623922625,4.006200804440376,0,1
